Path	Type	Offset	BitOffset	BitSize	Enum	Description
TimeToolDev.HW.Lane[0].Monitor.TxLocOverflow2Count	<class 'pyrogue._Variable.RemoteVariable'>	0x54	[0]	[32]	None	
TimeToolDev.HW.Lane[0].Monitor.TxLocOverflow3Count	<class 'pyrogue._Variable.RemoteVariable'>	0x58	[0]	[32]	None	
TimeToolDev.HW.Lane[0].Monitor.TxFrameErrorCount	<class 'pyrogue._Variable.RemoteVariable'>	0x5c	[0]	[32]	None	
TimeToolDev.HW.Lane[0].Monitor.TxFrameCount	<class 'pyrogue._Variable.RemoteVariable'>	0x60	[0]	[32]	None	
TimeToolDev.HW.Lane[0].Monitor.LastTxOpCode	<class 'pyrogue._Variable.RemoteVariable'>	0x70	[0]	[8]	None	
TimeToolDev.HW.Lane[0].Monitor.LastRxOpCode	<class 'pyrogue._Variable.RemoteVariable'>	0x74	[0]	[8]	None	
TimeToolDev.HW.Lane[0].Monitor.TxOpCodeCount	<class 'pyrogue._Variable.RemoteVariable'>	0x78	[0]	[8]	None	
TimeToolDev.HW.Lane[0].Monitor.RxOpCodeCount	<class 'pyrogue._Variable.RemoteVariable'>	0x7c	[0]	[8]	None	
TimeToolDev.HW.Lane[0].Monitor.CountReset	<class 'pyrogue._Command.RemoteCommand'>	0x0	[0]	[1]	None	
TimeToolDev.HW.Lane[0].Monitor.ResetRx	<class 'pyrogue._Command.RemoteCommand'>	0x4	[0]	[1]	None	
TimeToolDev.HW.Lane[0].Monitor.ResetTx	<class 'pyrogue._Command.RemoteCommand'>	0x4	[1]	[1]	None	
TimeToolDev.HW.Lane[0].Monitor.ResetGt	<class 'pyrogue._Command.RemoteCommand'>	0x4	[2]	[1]	None	
TimeToolDev.HW.Lane[0].Monitor.Flush	<class 'pyrogue._Command.RemoteCommand'>	0x8	[0]	[1]	None	
TimeToolDev.HW.Lane[0].Monitor.RxClkFreqRaw	<class 'pyrogue._Variable.RemoteVariable'>	0x64	[0]	[32]	None	
TimeToolDev.HW.Lane[0].Monitor.TxClkFreqRaw	<class 'pyrogue._Variable.RemoteVariable'>	0x68	[0]	[32]	None	
TimeToolDev.HW.Lane[0].LutDropCnt[0]	<class 'pyrogue._Variable.RemoteVariable'>	0x2000	[0]	[32]	None	
TimeToolDev.HW.Lane[0].LutDropCnt[1]	<class 'pyrogue._Variable.RemoteVariable'>	0x2004	[0]	[32]	None	
TimeToolDev.HW.Lane[0].LutDropCnt[2]	<class 'pyrogue._Variable.RemoteVariable'>	0x2008	[0]	[32]	None	
TimeToolDev.HW.Lane[0].LutDropCnt[3]	<class 'pyrogue._Variable.RemoteVariable'>	0x200c	[0]	[32]	None	
TimeToolDev.HW.Lane[0].FifoErrorCnt[0]	<class 'pyrogue._Variable.RemoteVariable'>	0x2010	[0]	[32]	None	
TimeToolDev.HW.Lane[0].FifoErrorCnt[1]	<class 'pyrogue._Variable.RemoteVariable'>	0x2014	[0]	[32]	None	
TimeToolDev.HW.Lane[0].FifoErrorCnt[2]	<class 'pyrogue._Variable.RemoteVariable'>	0x2018	[0]	[32]	None	
TimeToolDev.HW.Lane[0].FifoErrorCnt[3]	<class 'pyrogue._Variable.RemoteVariable'>	0x201c	[0]	[32]	None	
TimeToolDev.HW.Lane[0].VcPauseCnt[0]	<class 'pyrogue._Variable.RemoteVariable'>	0x2020	[0]	[32]	None	
TimeToolDev.HW.Lane[0].VcPauseCnt[1]	<class 'pyrogue._Variable.RemoteVariable'>	0x2024	[0]	[32]	None	
TimeToolDev.HW.Lane[0].VcPauseCnt[2]	<class 'pyrogue._Variable.RemoteVariable'>	0x2028	[0]	[32]	None	
TimeToolDev.HW.Lane[0].VcPauseCnt[3]	<class 'pyrogue._Variable.RemoteVariable'>	0x202c	[0]	[32]	None	
TimeToolDev.HW.Lane[0].VcOverflowCnt[0]	<class 'pyrogue._Variable.RemoteVariable'>	0x2030	[0]	[32]	None	
TimeToolDev.HW.Lane[0].VcOverflowCnt[1]	<class 'pyrogue._Variable.RemoteVariable'>	0x2034	[0]	[32]	None	
TimeToolDev.HW.Lane[0].VcOverflowCnt[2]	<class 'pyrogue._Variable.RemoteVariable'>	0x2038	[0]	[32]	None	
TimeToolDev.HW.Lane[0].VcOverflowCnt[3]	<class 'pyrogue._Variable.RemoteVariable'>	0x203c	[0]	[32]	None	
TimeToolDev.HW.Lane[0].RunCode	<class 'pyrogue._Variable.RemoteVariable'>	0x2040	[0]	[8]	None	Run OP-Code for triggering
TimeToolDev.HW.Lane[0].AcceptCode	<class 'pyrogue._Variable.RemoteVariable'>	0x2044	[0]	[8]	None	Accept OP-Code for triggering
TimeToolDev.HW.Lane[0].EnHdrTrig	<class 'pyrogue._Variable.RemoteVariable'>	0x2048	[0]	[4]	None	Enable Header Trigger Checking/filtering
TimeToolDev.HW.Lane[0].RunDelay	<class 'pyrogue._Variable.RemoteVariable'>	0x204c	[0]	[32]	None	Delay for the RUN trigger
TimeToolDev.HW.Lane[0].AcceptDelay	<class 'pyrogue._Variable.RemoteVariable'>	0x2050	[0]	[32]	None	Delay for the ACCEPT trigger
TimeToolDev.HW.Lane[0].AcceptCntRst	<class 'pyrogue._Command.RemoteCommand'>	0x2054	[0]	[1]	None	Reset for the AcceptCnt
TimeToolDev.HW.Lane[0].EvrOpCodeMask	<class 'pyrogue._Variable.RemoteVariable'>	0x2058	[0]	[1]	None	Mask off the EVR OP-Code triggering
TimeToolDev.HW.Lane[0].EvrSyncSel	<class 'pyrogue._Variable.RemoteVariable'>	0x205c	[0]	[1]	None	0x0 = ASYNC start/stop, 0x1 = SYNC start/stop with respect to evrSyncWord
TimeToolDev.HW.Lane[0].EvrSyncEn	<class 'pyrogue._Variable.RemoteVariable'>	0x2060	[0]	[1]	None	EVR SYNC Enable
TimeToolDev.HW.Lane[0].EvrSyncWord	<class 'pyrogue._Variable.RemoteVariable'>	0x2064	[0]	[32]	None	EVR SYNC Word
TimeToolDev.HW.Lane[0].EnableTrig	<class 'pyrogue._Variable.RemoteVariable'>	0x2088	[0]	[1]	None	Enable OP-Code Trigger
TimeToolDev.HW.Lane[0].EvrSyncStatus	<class 'pyrogue._Variable.RemoteVariable'>	0x2090	[0]	[1]	None	EVR SYNC Status
TimeToolDev.HW.Lane[0].AcceptCnt	<class 'pyrogue._Variable.RemoteVariable'>	0x2094	[0]	[32]	None	AcceptCnt
TimeToolDev.HW.Lane[1].GTH.CDR_SWAP_MODE_EN	<class 'pyrogue._Variable.RemoteVariable'>	0x8	[0]	[1]	None	
TimeToolDev.HW.Lane[1].GTH.RXCDRFREQRESET_TIME	<class 'pyrogue._Variable.RemoteVariable'>	0xc	[0]	[5]	None	
TimeToolDev.HW.Lane[1].GTH.EYE_SCAN_SWAP_EN	<class 'pyrogue._Variable.RemoteVariable'>	0xc	[9]	[1]	None	
TimeToolDev.HW.Lane[1].GTH.RX_DATA_WIDTH	<class 'pyrogue._Variable.RemoteVariable'>	0xc	[5]	[4]	{0: '-', 2: '16', 3: '20', 4: '32', 5: '40', 6: '64', 7: '80', 8: '128', 9: '160'}	
TimeToolDev.HW.Lane[1].GTH.RXBUFRESET_TIME	<class 'pyrogue._Variable.RemoteVariable'>	0xc	[11]	[5]	None	
TimeToolDev.HW.Lane[1].GTH.RX_FABINT_USRCLK_FLOP	<class 'pyrogue._Variable.RemoteVariable'>	0x10	[0]	[1]	None	
TimeToolDev.HW.Lane[1].GTH.RXDFELPMRESET_TIME	<class 'pyrogue._Variable.RemoteVariable'>	0x10	[1]	[7]	None	
TimeToolDev.HW.Lane[1].GTH.PCI3_RX_ELECIDLE_H2L_DISABLE	<class 'pyrogue._Variable.RemoteVariable'>	0x10	[8]	[3]	None	
TimeToolDev.HW.Lane[1].GTH.RXCDRPHRESET_TIME	<class 'pyrogue._Variable.RemoteVariable'>	0x10	[11]	[5]	None	
TimeToolDev.HW.Lane[1].GTH.RXELECIDLE_CFG	<class 'pyrogue._Variable.RemoteVariable'>	0x14	[0]	[3]	None	
TimeToolDev.HW.Lane[1].GTH.RXPCSRESET_TIME	<class 'pyrogue._Variable.RemoteVariable'>	0x14	[3]	[5]	None	
TimeToolDev.HW.Lane[1].GTH.PCI3_RX_FIFO_DISABLE	<class 'pyrogue._Variable.RemoteVariable'>	0x14	[8]	[1]	None	
TimeToolDev.HW.Lane[1].GTH.PCI3_RX_ELECIDLE_EI2_ENABLE	<class 'pyrogue._Variable.RemoteVariable'>	0x14	[9]	[1]	None	
TimeToolDev.HW.Lane[1].GTH.PCI3_RX_ELECIDLE_LP4_DISABLE	<class 'pyrogue._Variable.RemoteVariable'>	0x14	[10]	[1]	None	
TimeToolDev.HW.Lane[1].GTH.RXPMARESET_TIME	<class 'pyrogue._Variable.RemoteVariable'>	0x14	[11]	[5]	None	
TimeToolDev.HW.Lane[1].GTH.RXDFE_HB_CFG1	<class 'pyrogue._Variable.RemoteVariable'>	0x18	[0]	[16]	None	
TimeToolDev.HW.Lane[1].GTH.TXPCSRESET_TIME	<class 'pyrogue._Variable.RemoteVariable'>	0x24	[3]	[5]	None	
TimeToolDev.HW.Lane[1].GTH.TX_PMA_POWER_SAVE	<class 'pyrogue._Variable.RemoteVariable'>	0x24	[9]	[1]	None	
TimeToolDev.HW.Lane[1].GTH.RX_PMA_POWER_SAVE	<class 'pyrogue._Variable.RemoteVariable'>	0x24	[10]	[1]	None	
TimeToolDev.HW.Lane[1].GTH.TXPMARESET_TIME	<class 'pyrogue._Variable.RemoteVariable'>	0x24	[11]	[5]	None	
TimeToolDev.HW.Lane[1].GTH.TX_FABINT_USRCLK_FLOP	<class 'pyrogue._Variable.RemoteVariable'>	0x2c	[4]	[1]	None	
TimeToolDev.HW.Lane[1].GTH.RXPMACLK_SEL	<class 'pyrogue._Variable.RemoteVariable'>	0x28	[24]	[2]	None	
TimeToolDev.HW.Lane[1].GTH.WB_MODE	<class 'pyrogue._Variable.RemoteVariable'>	0x28	[30]	[2]	None	
TimeToolDev.HW.Lane[1].GTH.RXISCANRESET_TIME	<class 'pyrogue._Variable.RemoteVariable'>	0x30	[5]	[5]	None	
TimeToolDev.HW.Lane[1].GTH.TX_PROGCLK_SEL	<class 'pyrogue._Variable.RemoteVariable'>	0x30	[10]	[2]	None	
TimeToolDev.HW.Lane[1].GTH.RXCDR_CFG[0]	<class 'pyrogue._Variable.RemoteVariable'>	0x38	[0]	[16]	None	
TimeToolDev.HW.Lane[1].GTH.RXCDR_CFG[1]	<class 'pyrogue._Variable.RemoteVariable'>	0x3c	[0]	[16]	None	
TimeToolDev.HW.Lane[1].GTH.RXCDR_CFG[2]	<class 'pyrogue._Variable.RemoteVariable'>	0x40	[0]	[16]	None	
TimeToolDev.HW.Lane[1].GTH.RXCDR_CFG[3]	<class 'pyrogue._Variable.RemoteVariable'>	0x44	[0]	[16]	None	
TimeToolDev.HW.Lane[1].GTH.RXCDR_CFG[4]	<class 'pyrogue._Variable.RemoteVariable'>	0x48	[0]	[16]	None	
TimeToolDev.HW.Lane[1].GTH.RXCDR_LOCK_CFG0	<class 'pyrogue._Variable.RemoteVariable'>	0x4c	[0]	[16]	None	
TimeToolDev.HW.Lane[1].GTH.CHAN_BOND_SEQ_1_1	<class 'pyrogue._Variable.RemoteVariable'>	0x50	[0]	[10]	None	
TimeToolDev.HW.Lane[1].GTH.CHAN_BOND_SEQ_LEN	<class 'pyrogue._Variable.RemoteVariable'>	0x50	[10]	[2]	None	
TimeToolDev.HW.Lane[1].GTH.CHAN_BOND_MAX_SKEW	<class 'pyrogue._Variable.RemoteVariable'>	0x50	[12]	[4]	None	
TimeToolDev.HW.Lane[1].GTH.CHAN_BOND_SEQ_1_3	<class 'pyrogue._Variable.RemoteVariable'>	0x54	[0]	[10]	None	
TimeToolDev.HW.Lane[1].GTH.PCI3_RX_ELECIDLE_HI_COUNT	<class 'pyrogue._Variable.RemoteVariable'>	0x54	[10]	[5]	None	
TimeToolDev.HW.Lane[1].GTH.CHAN_BOND_SEQ_1_4	<class 'pyrogue._Variable.RemoteVariable'>	0x58	[0]	[10]	None	
TimeToolDev.HW.Lane[1].GTH.PCI3_RX_ELECIDLE_H2L_COUNT	<class 'pyrogue._Variable.RemoteVariable'>	0x58	[10]	[5]	None	
TimeToolDev.HW.Lane[1].GTH.PCI3_PIPE_RX_ELECIDLE	<class 'pyrogue._Variable.RemoteVariable'>	0x5c	[4]	[1]	None	
TimeToolDev.HW.Lane[1].GTH.PCI3_AUTO_REALIGN	<class 'pyrogue._Variable.RemoteVariable'>	0x5c	[5]	[2]	None	
TimeToolDev.HW.Lane[1].GTH.OOBDIVCTL	<class 'pyrogue._Variable.RemoteVariable'>	0x5c	[7]	[2]	None	
TimeToolDev.HW.Lane[1].GTH.RX_DEFER_RESET_BUF_EN	<class 'pyrogue._Variable.RemoteVariable'>	0x5c	[9]	[1]	None	
TimeToolDev.HW.Lane[1].GTH.RX_BUFFER_CFG	<class 'pyrogue._Variable.RemoteVariable'>	0x5c	[10]	[6]	None	
TimeToolDev.HW.Lane[1].GTH.CHAN_BOND_SEQ_2_1	<class 'pyrogue._Variable.RemoteVariable'>	0x60	[0]	[10]	None	
TimeToolDev.HW.Lane[1].GTH.PCI3_RX_ASYNC_EBUF_BYPASS	<class 'pyrogue._Variable.RemoteVariable'>	0x60	[10]	[2]	None	
TimeToolDev.HW.Lane[1].GTH.CHAN_BOND_SEQ_1_ENABLE	<class 'pyrogue._Variable.RemoteVariable'>	0x60	[12]	[4]	None	
TimeToolDev.HW.Lane[1].GTH.CHAN_BOND_SEQ_2_2	<class 'pyrogue._Variable.RemoteVariable'>	0x64	[0]	[10]	None	
TimeToolDev.HW.Lane[1].GTH.CHAN_BOND_SEQ_2_3	<class 'pyrogue._Variable.RemoteVariable'>	0x68	[0]	[10]	None	
TimeToolDev.HW.Lane[1].GTH.CHAN_BOND_SEQ_2_4	<class 'pyrogue._Variable.RemoteVariable'>	0x6c	[0]	[10]	None	
TimeToolDev.HW.Lane[1].GTH.CHAN_BOND_SEQ_2_USE	<class 'pyrogue._Variable.RemoteVariable'>	0x70	[11]	[1]	None	
TimeToolDev.HW.Lane[1].GTH.CHAN_BOND_SEQ_2_ENABLE	<class 'pyrogue._Variable.RemoteVariable'>	0x70	[12]	[4]	None	
TimeToolDev.HW.Lane[1].GTH.CHAN_BOND_KEEP_ALIGN	<class 'pyrogue._Variable.RemoteVariable'>	0x74	[0]	[1]	None	
TimeToolDev.HW.Lane[1].GTH.CLK_CORRECT_USE	<class 'pyrogue._Variable.RemoteVariable'>	0x90	[10]	[1]	None	
TimeToolDev.HW.Lane[1].GTH.CLK_COR_MIN_LAT	<class 'pyrogue._Variable.RemoteVariable'>	0x70	[0]	[6]	None	
TimeToolDev.HW.Lane[1].GTH.CLK_COR_MAX_LAT	<class 'pyrogue._Variable.RemoteVariable'>	0x74	[10]	[6]	None	
TimeToolDev.HW.Lane[1].GTH.CLK_COR_KEEP_IDLE	<class 'pyrogue._Variable.RemoteVariable'>	0x70	[6]	[1]	None	
TimeToolDev.HW.Lane[1].GTH.CLK_COR_SEQ_LEN	<class 'pyrogue._Variable.RemoteVariable'>	0x74	[2]	[2]	None	
TimeToolDev.HW.Lane[1].GTH.CLK_COR_REPEAT_WAIT	<class 'pyrogue._Variable.RemoteVariable'>	0x74	[4]	[5]	None	
TimeToolDev.HW.Lane[1].GTH.CLK_COR_PRECEDENCE	<class 'pyrogue._Variable.RemoteVariable'>	0x74	[9]	[1]	None	
TimeToolDev.HW.Lane[1].GTH.CLK_COR_SEQ_1_ENABLE	<class 'pyrogue._Variable.RemoteVariable'>	0x88	[12]	[4]	None	
TimeToolDev.HW.Lane[1].GTH.CLK_COR_SEQ_1_1	<class 'pyrogue._Variable.RemoteVariable'>	0x78	[0]	[10]	None	
TimeToolDev.HW.Lane[1].GTH.CLK_COR_SEQ_1_2	<class 'pyrogue._Variable.RemoteVariable'>	0x7c	[0]	[10]	None	
TimeToolDev.HW.Lane[1].GTH.CLK_COR_SEQ_1_3	<class 'pyrogue._Variable.RemoteVariable'>	0x80	[0]	[10]	None	
TimeToolDev.HW.Lane[1].GTH.CLK_COR_SEQ_1_4	<class 'pyrogue._Variable.RemoteVariable'>	0x84	[0]	[10]	None	
TimeToolDev.HW.Lane[1].GTH.CLK_COR_SEQ_2_ENABLE	<class 'pyrogue._Variable.RemoteVariable'>	0x90	[12]	[4]	None	
TimeToolDev.HW.Lane[1].GTH.CLK_COR_SEQ_2_USE	<class 'pyrogue._Variable.RemoteVariable'>	0x90	[11]	[1]	{False: 'False', True: 'True'}	
TimeToolDev.HW.Lane[1].GTH.CLK_COR_SEQ_2_1	<class 'pyrogue._Variable.RemoteVariable'>	0x88	[0]	[10]	None	
TimeToolDev.HW.Lane[1].GTH.CLK_COR_SEQ_2_2	<class 'pyrogue._Variable.RemoteVariable'>	0x8c	[0]	[10]	None	
TimeToolDev.HW.Lane[1].GTH.CLK_COR_SEQ_2_3	<class 'pyrogue._Variable.RemoteVariable'>	0x90	[0]	[10]	None	
TimeToolDev.HW.Lane[1].GTH.CLK_COR_SEQ_2_4	<class 'pyrogue._Variable.RemoteVariable'>	0x94	[0]	[10]	None	
TimeToolDev.HW.Lane[1].GTH.RXDFE_HE_CFG0	<class 'pyrogue._Variable.RemoteVariable'>	0x98	[0]	[16]	None	
TimeToolDev.HW.Lane[1].GTH.ALIGN_COMMA_ENABLE	<class 'pyrogue._Variable.RemoteVariable'>	0x9c	[0]	[10]	None	
TimeToolDev.HW.Lane[1].GTH.SHOW_REALIGN_COMMA	<class 'pyrogue._Variable.RemoteVariable'>	0x9c	[11]	[1]	None	
TimeToolDev.HW.Lane[1].GTH.ALIGN_COMMA_DOUBLE	<class 'pyrogue._Variable.RemoteVariable'>	0x9c	[12]	[1]	None	
TimeToolDev.HW.Lane[1].GTH.ALIGN_COMMA_WORD	<class 'pyrogue._Variable.RemoteVariable'>	0x9c	[13]	[3]	None	
TimeToolDev.HW.Lane[1].GTH.TXDRVBIAS_N	<class 'pyrogue._Variable.RemoteVariable'>	0xa0	[0]	[4]	None	
TimeToolDev.HW.Lane[1].GTH.CPLL_FBDIV_45	<class 'pyrogue._Variable.RemoteVariable'>	0xa0	[7]	[1]	{0: '4', 1: '5'}	
TimeToolDev.HW.Lane[1].GTH.CPLL_FBDIV	<class 'pyrogue._Variable.RemoteVariable'>	0xa0	[8]	[8]	{0: '2', 1: '3', 2: '4', 3: '5', 5: '6', 7: '10', 13: '12', 14: '16', 15: '20', 16: '1'}	
TimeToolDev.HW.Lane[1].GTH.CPLL_LOCK_CFG	<class 'pyrogue._Variable.RemoteVariable'>	0xa4	[0]	[16]	None	
TimeToolDev.HW.Lane[1].GTH.TXDRVBIAS_P	<class 'pyrogue._Variable.RemoteVariable'>	0xa8	[0]	[4]	None	
TimeToolDev.HW.Lane[1].GTH.SATA_CPLL_CFG	<class 'pyrogue._Variable.RemoteVariable'>	0xa8	[5]	[2]	None	
TimeToolDev.HW.Lane[1].GTH.CPLL_REFCLK_DIV	<class 'pyrogue._Variable.RemoteVariable'>	0xa8	[11]	[5]	{0: '2', 1: '3', 2: '4', 3: '5', 5: '6', 7: '10', 13: '12', 14: '16', 15: '20', 16: '1'}	
TimeToolDev.HW.Lane[1].GTH.CPLL_INIT_CFG0	<class 'pyrogue._Variable.RemoteVariable'>	0xac	[0]	[16]	None	
TimeToolDev.HW.Lane[1].GTH.A_RXPROGDIVRESET	<class 'pyrogue._Variable.RemoteVariable'>	0xb0	[0]	[1]	None	
TimeToolDev.HW.Lane[1].GTH.A_TXPROGDIVRESET	<class 'pyrogue._Variable.RemoteVariable'>	0xb0	[1]	[1]	None	
TimeToolDev.HW.Lane[1].GTH.RX_DIVRESET_TIME	<class 'pyrogue._Variable.RemoteVariable'>	0xb0	[2]	[5]	None	
TimeToolDev.HW.Lane[1].GTH.TX_DIVRESET_TIME	<class 'pyrogue._Variable.RemoteVariable'>	0xb0	[7]	[5]	None	
TimeToolDev.HW.Lane[1].GTH.DEC_PCOMMA_DETECT	<class 'pyrogue._Variable.RemoteVariable'>	0xb0	[15]	[1]	None	
TimeToolDev.HW.Lane[1].GTH.RXCDR_LOCK_CFG1	<class 'pyrogue._Variable.RemoteVariable'>	0xb4	[0]	[16]	None	
TimeToolDev.HW.Lane[1].GTH.RXCFOK_CFG1	<class 'pyrogue._Variable.RemoteVariable'>	0xb8	[0]	[16]	None	
TimeToolDev.HW.Lane[1].GTH.RXDFE_H2_CFG0	<class 'pyrogue._Variable.RemoteVariable'>	0xbc	[0]	[16]	None	
TimeToolDev.HW.Lane[1].GTH.RXDFE_H2_CFG1	<class 'pyrogue._Variable.RemoteVariable'>	0xc0	[0]	[16]	None	
TimeToolDev.HW.Lane[1].GTH.RXCFOK_CFG2	<class 'pyrogue._Variable.RemoteVariable'>	0xc4	[0]	[16]	None	
TimeToolDev.HW.Lane[1].GTH.RXLPM_CFG	<class 'pyrogue._Variable.RemoteVariable'>	0xc8	[0]	[16]	None	
TimeToolDev.HW.Lane[1].GTH.RXLPM_KH_CFG0	<class 'pyrogue._Variable.RemoteVariable'>	0xcc	[0]	[16]	None	
TimeToolDev.HW.Lane[1].GTH.RXLPM_KH_CFG1	<class 'pyrogue._Variable.RemoteVariable'>	0xd0	[0]	[16]	None	
TimeToolDev.HW.Lane[1].GTH.RXDFELPM_KL_CFG0	<class 'pyrogue._Variable.RemoteVariable'>	0xd4	[0]	[16]	None	
TimeToolDev.HW.Lane[1].GTH.RXDFELPM_KL_CFG1	<class 'pyrogue._Variable.RemoteVariable'>	0xd8	[0]	[16]	None	
TimeToolDev.HW.Lane[1].GTH.RXLPM_OS_CFG0	<class 'pyrogue._Variable.RemoteVariable'>	0xdc	[0]	[16]	None	
TimeToolDev.HW.Lane[1].GTH.RXLPM_OS_CFG1	<class 'pyrogue._Variable.RemoteVariable'>	0xe0	[0]	[16]	None	
TimeToolDev.HW.Lane[1].GTH.RXLPM_GC_CFG	<class 'pyrogue._Variable.RemoteVariable'>	0xe4	[0]	[16]	None	
TimeToolDev.HW.Lane[1].GTH.DMONITOR_CFG1	<class 'pyrogue._Variable.RemoteVariable'>	0xe8	[8]	[8]	None	
TimeToolDev.HW.Lane[1].GTH.ES_PRESCALE	<class 'pyrogue._Variable.RemoteVariable'>	0xf0	[0]	[5]	None	
TimeToolDev.HW.Lane[1].GTH.ES_EYE_SCAN_EN	<class 'pyrogue._Variable.RemoteVariable'>	0xf0	[8]	[1]	None	
TimeToolDev.HW.Lane[1].GTH.RXDFE_HB_CFG0	<class 'pyrogue._Variable.RemoteVariable'>	0x33c	[0]	[16]	None	
TimeToolDev.HW.Lane[1].GTH.RXDFE_HA_CFG1	<class 'pyrogue._Variable.RemoteVariable'>	0x338	[0]	[16]	None	
TimeToolDev.HW.Lane[1].GTH.CPLL_INIT_CFG1	<class 'pyrogue._Variable.RemoteVariable'>	0x334	[8]	[8]	None	
TimeToolDev.HW.Lane[1].GTH.RX_DDI_SEL	<class 'pyrogue._Variable.RemoteVariable'>	0x334	[2]	[6]	None	
TimeToolDev.HW.Lane[1].GTH.DEC_VALID_COMMA_ONLY	<class 'pyrogue._Variable.RemoteVariable'>	0x334	[1]	[1]	None	
TimeToolDev.HW.Lane[1].GTH.DEC_MCOMMA_DETECT	<class 'pyrogue._Variable.RemoteVariable'>	0x334	[0]	[1]	None	
TimeToolDev.HW.Lane[1].GTH.CPLL_CFG1	<class 'pyrogue._Variable.RemoteVariable'>	0x330	[0]	[16]	None	
TimeToolDev.HW.Lane[1].GTH.CPLL_CFG0	<class 'pyrogue._Variable.RemoteVariable'>	0x32c	[0]	[16]	None	
TimeToolDev.HW.Lane[1].GTH.CHAN_BOND_SEQ_1_2	<class 'pyrogue._Variable.RemoteVariable'>	0x328	[0]	[10]	None	
TimeToolDev.HW.Lane[1].GTH.RXDFE_HA_CFG0	<class 'pyrogue._Variable.RemoteVariable'>	0x320	[0]	[16]	None	
TimeToolDev.HW.Lane[1].GTH.RXDFE_H9_CFG1	<class 'pyrogue._Variable.RemoteVariable'>	0x31c	[0]	[16]	None	
TimeToolDev.HW.Lane[1].GTH.RX_PROGDIV_CFG	<class 'pyrogue._Variable.RemoteVariable'>	0x318	[0]	[16]	{0: '-', 32768: '0.0', 57744: '4.0', 49648: '5.0', 57728: '8.0', 57760: '10.0', 57730: '16.0', 49672: '16.5', 57762: '20.0', 57734: '32.0', 49800: '33.0', 57766: '40.0', 57742: '64.0', 50056: '66.0', 57743: '80.0', 57775: '100.0'}	
TimeToolDev.HW.Lane[1].GTH.RXDFE_H9_CFG0	<class 'pyrogue._Variable.RemoteVariable'>	0x314	[0]	[16]	None	
TimeToolDev.HW.Lane[1].GTH.PCIE_RXPCS_CFG_GEN3	<class 'pyrogue._Variable.RemoteVariable'>	0x310	[0]	[16]	None	
TimeToolDev.HW.Lane[1].GTH.PCIE_BUFG_DIV_CTRL	<class 'pyrogue._Variable.RemoteVariable'>	0x30c	[0]	[16]	None	
TimeToolDev.HW.Lane[1].GTH.RXDFE_H8_CFG1	<class 'pyrogue._Variable.RemoteVariable'>	0x308	[0]	[16]	None	
TimeToolDev.HW.Lane[1].GTH.RXDFE_H8_CFG0	<class 'pyrogue._Variable.RemoteVariable'>	0x304	[0]	[16]	None	
TimeToolDev.HW.Lane[1].GTH.RXDFE_H7_CFG1	<class 'pyrogue._Variable.RemoteVariable'>	0x300	[0]	[16]	None	
TimeToolDev.HW.Lane[1].GTH.RXPHBEACON_CFG	<class 'pyrogue._Variable.RemoteVariable'>	0x2fc	[0]	[16]	None	
TimeToolDev.HW.Lane[1].GTH.RXPHSLIP_CFG	<class 'pyrogue._Variable.RemoteVariable'>	0x2f8	[0]	[16]	None	
TimeToolDev.HW.Lane[1].GTH.RXPHSAMP_CFG	<class 'pyrogue._Variable.RemoteVariable'>	0x2f4	[0]	[16]	None	
TimeToolDev.HW.Lane[1].GTH.CPLL_CFG2	<class 'pyrogue._Variable.RemoteVariable'>	0x2f0	[0]	[16]	None	
TimeToolDev.HW.Lane[1].GTH.TXGBOX_FIFO_INIT_RD_ADDR	<class 'pyrogue._Variable.RemoteVariable'>	0x2ec	[9]	[3]	None	
TimeToolDev.HW.Lane[1].GTH.TX_SAMPLE_PERIOD	<class 'pyrogue._Variable.RemoteVariable'>	0x2ec	[6]	[3]	None	
TimeToolDev.HW.Lane[1].GTH.RXGBOX_FIFO_INIT_RD_ADDR	<class 'pyrogue._Variable.RemoteVariable'>	0x2ec	[3]	[3]	None	
TimeToolDev.HW.Lane[1].GTH.RX_SAMPLE_PERIOD	<class 'pyrogue._Variable.RemoteVariable'>	0x2ec	[0]	[3]	None	
TimeToolDev.HW.Lane[1].GTH.DDI_REALIGN_WAIT	<class 'pyrogue._Variable.RemoteVariable'>	0x2e8	[2]	[5]	None	
TimeToolDev.HW.Lane[1].GTH.DDI_CTRL	<class 'pyrogue._Variable.RemoteVariable'>	0x2e8	[0]	[2]	None	
TimeToolDev.HW.Lane[1].GTH.RXDFE_H7_CFG0	<class 'pyrogue._Variable.RemoteVariable'>	0x2e4	[0]	[16]	None	
TimeToolDev.HW.Lane[1].GTH.RXDFE_H6_CFG1	<class 'pyrogue._Variable.RemoteVariable'>	0x2e0	[0]	[16]	None	
TimeToolDev.HW.Lane[1].GTH.RXDFE_H6_CFG0	<class 'pyrogue._Variable.RemoteVariable'>	0x2dc	[0]	[16]	None	
TimeToolDev.HW.Lane[1].GTH.TX_DCD_CFG	<class 'pyrogue._Variable.RemoteVariable'>	0x2d8	[10]	[6]	None	
TimeToolDev.HW.Lane[1].GTH.TX_DCD_EN	<class 'pyrogue._Variable.RemoteVariable'>	0x2d8	[9]	[1]	None	
